id,lemma,secondaryForm,partOfSpeech,etymology
1041,råzměšati,,v.tr. pf.,
1042,odvraćati,,v.tr. ipf.,
1044,Rosija,,f.sg.,
1045,rebro,,n.,
1046,recept,,m.,
1047,želati,,v.tr. ipf.,
1048,ogromny,,adj.,
1049,ekspert,,m.anim.,I
1051,s’hvatiti,,v.tr. pf.,
1052,oslabjeny,,adj.,
1053,šapka,,f.,I
1054,šahy,,m.pl.,
1055,tṙvati,,v.intr. ipf.,
1056,otvorjeny,,adj.,
1057,vųzèl,(vųzla),m.,I
1058,pala,,f.,
1059,dosęgnųti,,v.tr. pf.,
1060,upasti,(upade),v.intr. pf.,
1061,student,,m.anim.,
1062,sųbota,,f.,
1063,Pakistan,,m.sg.,
1064,organizacija,,f.,I
1065,komunističny,,adj.,
1066,otrųby,,f.pl.,
1067,včera,,adv.,I
1068,Indija,,f.sg.,I
1069,označati,,v.tr. ipf.,
1070,označiti,,v.tr. pf.,
1073,protivdějstvo,,n.sg.,
1074,religija,,f.,
1075,papråť,,f.,
1076,ješče,,adv.,
1077,počętòk,,m.,I
1078,počęti,(počne),v.tr. pf.,
1079,pěši,,adj.,
1080,råbstvo,,n.sg.,
1081,izměniti,,v.tr. pf.,
1082,pŀniti,,v.tr. ipf.,
1083,pusty,,adj.,
1084,dòćera,,f.,
1085,počěkati,,v.intr. ipf.,
1086,orěh,,m.,
1087,tvŕđenıje,,n.,
1089,napŀniti,,v.tr. pf.,
1090,obstanavjati sę,,v.refl. ipf.,
1091,kričati,(kriči),v.tr. ipf.,
1093,kot,,m.anim.,
1094,krasa,,f.,
1096,strěla,,f.,
1097,struna,,f.,
1098,strånica,,f.,
1099,svoj,,pron.poss.,
1100,usiliti,,v.tr. pf.,
1101,displej,,m.,
1102,věrojętno,,adv.,
1103,råzcvětati,,v.intr. ipf.,
1105,pljuvati,,v.intr. ipf.,E
1106,nikųdy,,adv.,
1107,sedmnadsęť,,num.card.,
1108,pokazyvati,,v.tr. ipf.,
1109,hlåpčik,,m.anim.,
1110,komitet,,m.,
1111,ptica,,f.,
1112,osèl,(osla),m.anim.,
1114,podpirati,,v.tr. ipf.,I
1115,podloga,,f.,
1116,podrųčnik,,m.,
1117,podpisyvati,,v.tr. ipf.,
1118,ratuš,,m.,
1119,ratifikovati,,v.tr. ipf.,
1120,konservovati,,v.tr. ipf.,
1121,odvråtiti,,v.tr. pf.,D
1122,odvśųd,,adv.,I
1123,Organizacija S’jedinjenyh Narodov,,f.sg.,I
1124,orientacija,,f.,
1125,oblåk,,m.,
1126,ťma,,f.,
1127,gněv,,m.sg.,I
1128,gluhy,,adj.,
1129,pocělunòk,,m.,
1130,prisvojny,,adj.,
1131,unevinjati,,v.tr. ipf.,
1132,bolj,,m.,
1133,popel,,m.sg.,
1135,poraniti,,v.tr. pf.,
1136,poprav,(+2),prep.,
1138,posědati,,v.tr. ipf.,
1139,prihoditi,,v.intr. ipf.,
1140,prigotoviti,,v.tr. pf.,
1141,prijatelj,,m.anim.,
1142,s’råvniti,,v.tr. pf.,
1143,prilagateljno imę,,n.,
1144,dobry,,adj.,
1145,dobytòk,,m.,
1146,dotykati,(dotyče),v.tr. ipf.,
1147,piskati,,v.intr. ipf.,
1149,råzsypati,,v.tr. pf.,
1150,posrėdnik,,m.anim.,
1151,prijdti,(prijde; prišèl),v.intr. pf.,
1154,postųpno,,adv.,
1156,septembr,,m.sg.,
1157,nevinny,,adj.,
1158,prėdlog,,m.,
1159,"viniteljnik, viniteljny padež",,m.,I
1160,neprijatelj,,m.anim.,
1161,nesti,,v.tr. ipf.,
1162,råzširiti,,v.tr. pf.,
1163,visěti,(visi),v.intr. ipf.,
1164,pravy,,adj.,
1165,potrėbovati,,v.tr. ipf.,
1166,odkųd-nebųď,,adv.,
1167,potvŕđati,,v.tr. ipf.,
1169,strahovati,,v.tr. ipf.,
1170,zatemniti,,v.tr. pf.,
1171,za,(+4),prep.,
1172,pokušenıje,,n.,
1173,mųčiti,,v.tr. ipf.,
1174,postųpka,,f.,
1175,odvŕgati,,v.tr. ipf.,
1177,dalje,,adv.,
1178,Danija,,f.sg.,
1179,čij,"(čija, čije)",pron.poss.,
1180,četyrinadsęť,,num.card.,
1181,dojiti,,v.tr. ipf.,
1182,ćuđinèc,,m.anim.,
1183,mně,,pron.pers.,
1184,čudo,(čuda/čudese),n.,
1185,parlament,,m.,
1186,strategičny,,adj.,
1188,Francija,,f.sg.,
1189,prėdati,(prėda),v.tr. pf.,I
1190,pročitati,,v.tr. pf.,I
1191,děti,(děje/děne),v.tr. ipf.,
1192,stryjèc,,m.anim.,
1193,"kak, kako",,adv.,
1194,čemu,,adv.,
1195,naslěditi,,v.tr. pf.,
1196,signalizovati,,v.tr. ipf.,
1199,prėdhistorija,,f.,
1200,prėd,(+5),prep.,
1201,žerav,,m.anim.,I
1202,lětati,,v.intr. ipf.,I
1203,prėdstavitelj,,m.anim.,
1204,tehnologija,,f.,
1205,nizina,,f.,
1206,impuls,,m.,
1207,pŀkovnik,,m.anim.,I
1208,pripominati,,v.tr. ipf.,
1209,prěmy,,adj.,I
1210,pro-,,prefix,
1211,promysl,,m.,
1212,publikovati,,v.tr. ipf.,
1213,publičny,,adj.,I
1214,priznavati,,v.tr. ipf.,
1215,prirodny,,adj.,I
1216,prislovòk,,m.,I
1217,pròč,,adv.,
1219,běgti,(běži),v.intr. ipf.,
1220,posěćati,,v.tr. ipf.,
1221,prokontrolovati,,v.tr. pf.,
1222,odnikųd,,adv.,
1223,proleženina,,f.,
1224,pšenica,,f.,I
1225,pozicija,,f.,
1226,pozdråviti,,v.tr. pf.,
1227,proslaviti,,v.tr. pf.,
1228,pråsętko,,n.,
1229,nogòť,(nogťa),m.,
1230,noga,,f.,
1231,kura,,f.,
1232,prośba,,f.,
1233,očěkyvati,,v.tr. ipf.,
1234,od,(+2),prep.,
1235,rđa,,f.,
1236,debata,,f.,
1237,novosť,,f.,
1238,rěšenıje,,n.,
1240,romanš,,m.sg.,I
1241,rekord,,m.,
1242,råvny,,adj.,
1243,reforma,,f.,
1244,rezerva,,f.,I
1245,hrust,,m.,
1246,rod,,m.,I
1247,slušati,,v.tr. ipf.,I
1249,lojaľny,,adj.,
1250,råbotati,,v.intr. ipf.,
1251,rešta,,f.,
1252,ryś,,m.anim.,I
1253,rizičny,,adj.,
1254,rizik,,m.,
1255,odmstiti,,v.tr. pf.,
1256,rěšiti,,v.tr. pf.,I
1257,dymiti,,v.intr. ipf.,I
1258,svoboda,,f.,
1259,rezultat,,m.,
1262,råzměšćati,,v.tr. ipf.,
1263,centr,,m.,
1264,granica,,f.,I
1265,granatomet,,m.,
1266,vtoròk,,m.,I
1267,s pomoćjų,(+2),prep.,
1268,privykati,,v.tr. ipf.,
1269,Rus,,m.anim.,
1270,sekcija,,f.,
1272,rusinsky,,adj.,
1274,klěnj,,m.anim.,
1275,koliko,,adv.,I
1276,generaľny,,adj.,
1277,komunikovati,,v.intr. ipf.,
1278,časina,,f.,
1279,refren,,m.,I
1280,"s, sò",(+5),prep.,I
1282,råzviti,(råzvije),v.tr. pf.,
1283,pomidor,,m.,F
1284,položiti,,v.tr. pf.,
1285,s’čitati,,v.tr. pf.,
1286,sěděti,(sědi),v.intr. ipf.,I
1287,sedm,,num.card.,
1288,sedmica,,f.,
1289,funkcija,,f.,
1290,råztęgnųti sę,,v.refl. pf.,
1292,slina,,f.,
1293,s’lègka,,adv.,I
1294,kupa,,f.,
1295,kulemet,,m.,
1296,potrėbny,,adj.,
1297,s’mènšiti,,v.tr. pf.,
1298,"devęťsòt, devęťsto",,num.card.,
1299,povyše,(+2),prep.,
1300,ingušsky,,adj.,
1301,kultura,,f.,
1303,labęď,,m.anim.,
1304,sųmŕkati sę,,v.refl. ipf.,
1305,gnesti,(gnete),v.tr. ipf.,
1306,vědro,,n.,I
1307,legenda,,f.,
1308,dętel,,m.anim.,
1309,sila,,f.,
1310,siľny,,adj.,
1311,sětka,,f.,I
1312,siľno,,adv.,
1313,kamenj,,m.,
1314,elizija,,f.sg.,
1315,slaviti,,v.tr. ipf.,
1316,sistematičny,,adj.,
1317,sistema,,f.,
1318,s’kazati,(s’kaže),v.tr. pf.,I
1319,inočij,,pron.poss.,
1320,federativny,,adj.,I
1321,s’kompensovati,,v.tr. pf.,I
1322,skulptura,,f.,
1324,skoro,,adv.,
1325,buket,,m.,I
1326,ohråniti,,v.tr. pf.,I
1327,služba,,f.,I
1328,slovnik,,m.,
1329,slåvèj,,m.anim.,F
1330,interes,,m.,
1331,raund,,m.,
1332,kolo,(kola/kolese),n.,
1333,s’lučaj,,m.,
1334,sluga,,m.anim.,I
1335,slyšati,(slyši),v.tr. ipf.,E
1336,glåsovanıje,,n.,
1337,bŕlog,,m.,
1338,slavny,,adj.,
1339,slava,,f.,
1340,slavjenıje,,n.sg.,
1341,slaby,,adj.,
1342,frakcija,,f.,
1343,Čŕna Gora,,f.sg.,
1345,strěsti,(strěte),v.tr. pf.,
1346,plod,,m.,
1347,sej,"(śa, se)",pron.dem.,I
1348,pljuća,,f.,
1349,slovenačsky,,adj.,
1350,Slovakija,,f.sg.,
1351,pol,,m.,
1352,polěv,(+2),prep.,
1353,portugaľsky,,adj.,
1355,slovjansky,,adj.,
1356,papa,,m.anim.,
1357,"Slovjan, Slovjanin",,m.anim.,
1358,presa-reliz,,m.,
1360,situacija,,f.,
1361,slovo,(slova/slovese),n.,
1362,samotny,,adj.,
1363,zŕno,,n.,I
1364,sŕp,,m.,I
1366,rizikovati,,v.tr. ipf.,
1367,"sedmsòt, sedmsto",,num.card.,
1368,klin,,m.,
1369,mězga,,f.,
1370,s’loženo slovo,,n.,I
1371,zaněčto,,adv.,
1372,plošča,,f.,
1373,sěť,,f.,
1375,servis,,m.,
1376,gornik,,m.anim.,
1377,plod,,m.,
1378,slědujųći,,adj.,
1379,Bosnija i Hercegovina,,f.sg.,I
1380,krålj,,m.anim.,
1381,raniti,,v.tr. ipf.,
1382,ratifikacija,,f.,
1383,rano,,adv.,
1384,s’jězd,,m.,
1385,sòjųz,,m.,
1387,sòjųznik,,m.anim.,I
1388,upotrėbjati,,v.tr. ipf.,
1389,sestra,,f.,
1390,slovačsky,,adj.,
1391,Švecija,,f.sg.,
1392,simbolizovati,,v.tr. ipf.,
1394,standard,,m.,
1395,stalj,,f.sg.,
1396,prisęžni,(-yh),m.pl.,
1397,list,,m.,I
1398,sovětsky,,adj.,
1399,stary,,adj.,I
1400,vino,,n.,I
1402,statuja,,f.,
1403,stancija,,f.,
1404,styd,,m.sg.,
1405,statija,,f.,
1406,stěna,,f.,
1408,stèklo,,n.,I
1409,cěnny,,adj.,I
1410,Kazahstan,,m.sg.,
1411,tiho,,adv.,
1412,stråna,,f.,
1413,tṙgovèc,,m.anim.,
1414,stol,,m.,
1415,pozitivny,,adj.,
1416,strahovanıje,,n.,
1417,kirilica,,f.,
1418,kysly,,adj.,
1419,upŀnomoćevati,,v.tr. ipf.,
1420,švedsky,,adj.,
1421,kako ... tako i ...,,conj.,
1423,odvaga,,f.,
1424,meteorolog,,m.anim.,
1425,nezaležny,,adj.,
1426,nųđa,,f.,
1427,suma,,f.,
1429,gora,,f.,
1430,vnuk,,m.anim.,I
1431,sųpernik,,m.anim.,
1432,usiljati,,v.tr. ipf.,
1433,suverenny,,adj.,I
1434,bez,(+2),prep.,
1435,koričnevy,,adj.,
1436,děd,,m.anim.,
1437,prostosť,,f.,
1438,svinja,,f.,F
1439,svinovod,,m.anim.,
1440,svętiti,,v.tr. ipf.,
1441,solj,,f.,
1442,strěliti,,v.intr. ipf.,
1443,testovati,,v.tr. ipf.,
1445,supermarket,,m.,
1446,surpriz,,m.,
1448,podbrådòk,,m.,
1450,pŕś,,f.,
1451,mak,,m.,I
1452,muzikant,,m.anim.,I
1453,vųgòlj,(vųglja),m.sg.,F
1454,kaky,,pron.indef.,
1455,bòz,(bza),m.,
1456,měsęc,,m.,
1457,okazati sę,(okaže),v.refl. pf.,I
1458,tradicijny,,adj.,
1459,mělky,,adj.,
1460,pov’stanıje,,n.,
1461,bratstvo,,n.,
1463,ščęstıje,,n.,
1464,životno,(-ogo),f.,I
1465,koštovati,,v.tr. ipf.,
1466,tri,,num.card.,
1467,pricěliti,,v.pf.,
1468,šef,,m.anim.,
1469,pěvatelj,,m.anim.,
1471,postųpati,,v.intr. ipf.,I
1473,koža,,f.,
1474,šablon,,m.,
1475,sufiks,,m.,F
1476,štučny,,adj.,
1477,sponsor,,m.anim.,
1478,jajce,,n.,
1479,spoľny,,adj.,F
1480,investovati,,v.tr. ipf.,I
1481,oglašati,,v.tr. ipf.,
1482,lěnji,,adj.,I
1483,tenis,,m.sg.,
1484,tekstilj,,m.,
1485,tělo,(těla/tělese),n.,I
1486,temperatura,,f.,
1487,sųd,,m.,
1488,najvyše,,adv.,I
1489,měna,,f.,I
1490,žŕtvovati,,v.tr. ipf.,
1492,titan,,m.sg.,I
1493,obdariti,,v.tr. pf.,
1494,sòbrati,(s’bere),v.tr. pf.,
1495,zloupotrėbiti,,v.tr. pf.,
1496,raj,,m.,
1497,olej,,m.,I
1498,bystro,,adv.,
1499,žŀty,,adj.,
1500,pričinjati,,v.ipf.,
1501,tabak,,m.sg.,
1502,načęti sę,(načne),v.refl. pf.,
1503,s’pušćati sę,,v.refl. ipf.,
1504,Ilir,,m.anim.,
1505,upotrėbjenıje,,n.,
1507,tobě,,pron.pers.,I
1508,Kosovo,,n.sg.,
1509,korisť,,f.,
1510,novosti,,f.pl.,
1511,homoseksuaľny,,adj.,
1513,zima,,f.,
1514,polarny,,adj.,
1515,desęty,,num.ord.,
1516,despotičny,,adj.,
1517,desęť,,num.card.,I
1518,volja,,f.,
1519,remontovati,,v.tr. ipf.,I
1520,značny,,adj.,
1521,mųž,,m.anim.,I
1522,nacist,,m.anim.,
1523,vųž,,m.anim.,
1524,prėdstavjati,,v.tr. ipf.,I
1525,truditi,,v.intr. ipf.,
1526,učiti,,v.tr. ipf.,
1527,jug,,m.sg.,I
1528,japonsky,,adj.,
1529,drèti,(dere),v.tr. ipf.,
1530,usta,,n.pl.,
1531,učiti sę,,v.refl. ipf.,
1532,tvŕdy,,adj.,
1534,tutoj,"(tuta, tuto)",pron.dem.,
1535,malo,,adv.,
1536,segodenny,,adj.,
1537,mènšinstvo,,n.,
1538,kvartal,,m.,
1539,pěga,,f.,
1540,klej,,m.,
1541,Bulgarija,,f.sg.,
1542,ugašati,,v.intr. ipf.,
1543,cibulja,,f.,I
1544,"srėdnji, srėdny",,adj.,
1545,ščęstlivy,,adj.,
1546,opustošiti,,v.tr. pf.,
1547,universitet,,m.,
1548,tvorčıji,,adj.,
1550,rekreacija,,f.,
1551,čestny,,adj.,
1552,uslyšati,(uslyši),v.tr. pf.,
1553,vam,,pron.pers.,I
1555,Eùropa,,f.sg.,
1556,uroditi,,v.tr. pf.,I
1557,dlja,(+2),prep.,
1558,råzdųvati,,v.tr. ipf.,
1559,oprašćati,,v.tr. ipf.,
1560,sěry,,adj.,
1562,stolětıje,,n.,
1563,ohranjati,,v.tr. ipf.,
1564,loviti,,v.tr. ipf.,
1565,prėvlađenıje,,n.,
1566,remeslo,,n.,
1567,tipografija,,f.,
1568,cěna,,f.,
1569,uran,,m.sg.,
1570,oblasť,,f.,
1571,prėvoditelj,,m.anim.,
1572,pŕvy,,num.ord.,I
1573,myš,,f.,
1574,jęčmenj,,m.,I
1576,jagnę,,n.,
1577,tènky,,adj.,
1578,prėdidti,(prėdide; prėdšèl),v.tr. pf.,
1579,bagatelizovati,,v.tr. ipf.,
1580,jagoda,,f.,
1581,šesty,,num.ord.,
1582,"šesťsòt, šesťsto",,num.card.,
1583,šestnadsęť,,num.card.,
1584,škola,,f.,F
1585,šok,,m.,
1586,štat,,m.,
1587,obezglåvjati,,v.tr. ipf.,
1588,brat ili sestra,,m.anim.,
1589,uspokojiti,,v.tr. pf.,I
1590,uspokajati,,v.tr. ipf.,I
1591,diametr,,m.,D
1592,jědati,,v.intr. ipf.,
1593,dŀbti,(dŀbe),v.tr. ipf.,
1594,čin,,m.,
1595,izmysl,,m.,
1597,izmočiti,,v.intr. pf.,I
1598,turist,,m.anim.,
1599,uvěrjeny,,adj.,
1600,kråva,,f.,
1601,tulipan,,m.,
1602,ja,"(mene/mę, mně/mi, mnojų)",pron.pers.,
1603,drožđe,,f.pl.,I
1604,sejčas,,adv.,
1605,general,,m.anim.,
1606,v času,(+2),prep.,I
1607,"v, vò",(+6),prep.,
1608,vagon,,m.,
1610,izkalkulovati,,v.tr. pf.,
1611,uvědomjeny,,adj.,I
1612,okazyvati sę,,v.refl. ipf.,
1613,iračsky,,adj.,
1614,usilıje,,n.,I
1615,usměhnųti sę,,v.refl. pf.,I
1616,uspěh,,m.,
1618,uslovny,,adj.,
1619,uvědomiti,,v.tr. pf.,
1620,uvědamjati,,v.tr. ipf.,
1621,malina,,f.,
1622,kos,,m.anim.,
1623,koronovati,,v.tr. ipf.,
1624,usměh,,m.,
1626,podčas,(+2),prep.,
1627,zaměna,,f.,
1628,ni ... ni ...,,conj.,
1629,vy,"(vas, vam, vami)",pron.pers.,I
1630,izbudovati,,v.tr. pf.,
1631,vaš,,pron.poss.,
1632,važny,,adj.,
1634,usměhati sę,,v.refl. ipf.,
1635,věć,,f.,
1637,večeròm,,adv.,
1639,hråpavy,,adj.,
1640,hristijanstvo,,n.sg.,
1641,izbombardovati,,v.tr. pf.,
1642,izbory,,m.pl.,
1643,izčŕpyvati,,v.tr. ipf.,
1645,narušiti,,v.tr. pf.,
1646,iver,,m.,I
1647,izběgati,,v.intr. ipf.,I
1648,ustųpiti,(+3),v.tr. pf.,
1649,uvěrjati,,v.tr. ipf.,
1650,ustųpka,,f.,
1651,utvŕditi,,v.tr. pf.,
1653,večer,,m.,
1655,dupa,,f.,
1656,golųb,,m.anim.,
1657,věčny,,adj.,
1658,kråljeva,,f.,
1660,urodlivy,,adj.,
1662,klěšče,,f.pl.,
1663,stolka,,f.,
1666,vŕhny,,adj.,
1667,indoiransky,,adj.,
1668,rèvnivy,,adj.,
1669,kooperacija,,f.,
1670,žŀč,,f.,
1671,vųtråby,,f.pl.,
1672,obråniti,,v.tr. pf.,
1673,figura,,f.,
1674,izigrati,,v.tr. pf.,I
1675,vsečto,,pron.indef.,
1676,vèś,"(vśa, vse)",pron.indef.,
1677,veto,,n.,
1678,větr,,m.,I
1679,pozdravjati,,v.tr. ipf.,
1681,veverica,,f.,
1682,ryba,,f.,
1683,vezti,,v.tr. ipf.,I
1684,slon,,m.anim.,
1685,ekstremističny,,adj.,
1686,dosęgati,,v.tr. ipf.,
1687,prėdložiti,,v.tr. pf.,
1688,izråsti,(izråste),v.intr. pf.,
1689,vid,,m.,
1691,turèčsky,,adj.,I
1692,izganjati,,v.tr. ipf.,
1693,gostiti,,v.tr. ipf.,
1695,izgnati,(izgone),v.tr. pf.,
1696,izglåsiti,,v.tr. pf.,
1697,pazduha,,f.,
1698,valuta,,f.,
1699,v’ključati,,v.tr. ipf.,
1702,vęzenj,,m.anim.,
1703,izigryvati,,v.tr. ipf.,
1704,dodavati,,v.tr. ipf.,
1705,čempion,,m.anim.,I
1706,centrala,,f.,
1707,cŕkva,,f.,
1708,Unikod,,m.sg.,
1709,prėstrašeny,,adj.,
1710,prėzměrno,,adv.,E
1711,prėjdti,(prėjde; prėšèl),v.intr. pf.,I
1712,srėdnjevěčıje,,n.sg.,
1713,obsvětljati,,v.tr. ipf.,I
1714,čaj,,m.,
1716,takože,,adv.,
1717,pènj,(pnja),m.,
1718,podobny,,adj.,
1719,topiti,,v.tr. ipf.,
1720,cvět,,m.,
1721,beton,,m.sg.,
1723,pŕst,,m.,
1725,galųź,,f.,
1726,presa,,f.,
1727,centraľny,,adj.,
1728,odněkųd,,adv.,
1730,čęsť mŀvy,,f.,
1731,čęsť,,f.,
1732,čaša,,f.,I
1733,provincija,,f.,I
1734,etničny,,adj.,
1735,dinastija,,f.,
1736,gruby,,adj.,
1737,vųglerod,,m.sg.,
1738,niť,,f.,I
1739,šesť,,num.card.,I
1740,založiti,,v.tr. pf.,I
1741,zajedno,,adv.,
1742,sòvŕšeny vid,,m.,
1744,svěća,,f.,
1745,pomimo,(+2),prep.,
1746,odnositeljno,,adv.,
1747,zakonny,,adj.,
1748,prostitutka,,f.,
1749,temny,,adj.,
1750,grěh,,m.,
1751,glupy,,adj.,
1752,gumno,,n.,
1753,čep,,m.,I
1754,děliti,,v.tr. ipf.,
1756,dŕžava,,f.,
1757,glųboky,,adj.,
1758,tu,,adv.,
1759,resurs,,m.,
1760,bilet,,m.,
1762,bystry,,adj.,
1763,harakteristika,,f.,
1765,glist,,m.anim.,
1766,glåd,,m.,F
1767,nelegaľny,,adj.,I
1769,pokryti,,v.tr. pf.,
1770,podzrěti,(podzri),v.tr. pf.,I
1771,padati,,v.intr. ipf.,
1772,prėrvati,(prėrve),v.tr. pf.,
1773,vråtiti,,v.tr. pf.,I
1774,"tridesęť, tridesęti",,num.card.,
1775,suhy,,adj.,
1776,zapad,,m.sg.,
1777,zŕcaḓlo,,n.,
1778,ekonomičny,,adj.,
1779,upŀnomoćiti,,v.tr. pf.,
1780,biologija,,f.sg.,
1781,jednostrånny,,adj.,
1782,Iran,,m.sg.,
1783,Ingušetija,,f.sg.,I
1784,seksuaľny,,adj.,
1786,čto-nebųď,,pron.indef.,I
1787,grupa,,f.,
1788,myti,,v.tr. ipf.,
1789,međutym,,adv.,
1790,kuhnja,,f.,I
1791,byk,,m.anim.,
1792,"bezposrėdnji, bezposrėdny",,adj.,I
1793,mŕtvy,,adj.,
1794,kde-nebųď,,adv.,
1795,izgorěti,,v.intr. pf.,
1796,iz-nad,(+2),prep.,
1797,izgovor,,m.,
1798,izdŕžlivy,,adj.,
1800,dvukråtno,,adv.,
1801,buriti,,v.tr. ipf.,
1802,bųbèn,(bųbna),m.,
1803,zajęc,,m.anim.,
1804,vzajemny,,adj.,
1807,zastųpnik,,m.anim.,
1808,zamesti,(zamete),v.tr. pf.,
1809,žęti,(žne),v.tr. ipf.,
1810,stavati,,v.aux. ipf.,
1811,besěda,,f.,
1812,gnědy,,adj.,
1813,kapja,,f.,
1814,v’kųšati,,v.tr. ipf.,
1815,gnati,(gone),v.tr. ipf.,
1816,tę,,pron.pers.,
1817,s’měšati,,v.tr. pf.,
1818,strašiti,,v.tr. ipf.,
1819,intervju,,n.indecl.,
1820,parazit,,m.anim.,
1821,by,,particle,
1822,syr,,m.,
1823,vsekto,,pron.indef.,
1824,boljšesť,,f.,I
1825,prėdavati,,v.tr. ipf.,I
1826,pravo,,n.,
1828,hovati,(hovaje),v.tr. ipf.,
1829,močiti sę,,v.refl. ipf.,
1830,kašèlj,(kašlja),m.,
1831,gramatika,,f.,
1832,kråljevsky,,adj.,
1833,v’plyvati,,v.intr. ipf.,
1834,zabranjati,,v.tr. ipf.,
1835,nikako,,adv.,
1836,v’plyvti,,v.intr. pf.,I
1837,vråbèc,,m.anim.,
1838,vråna,,f.,
1839,vraćati,,v.tr. ipf.,
1841,palatalizacija,,f.,
1842,palata,,f.,
1843,žlėb,,m.,
1844,tihy,,adj.,
1845,dènj,(dnja),m.,
1846,basnj,,f.,I
1847,bųdųći,,adj.,
1848,zųb,,m.,
1849,prėryvati,,v.tr. ipf.,
1850,prėplyvati,,v.tr. ipf.,
1851,arogancija,,f.sg.,
1852,bṙšč,,m.sg.,
1853,prositi,,v.tr. ipf.,
1854,gosť,,m.anim.,
1855,a,,conj.,
1856,konsumerizm,,m.sg.,I
1858,monument,,m.,
1859,moment,,m.,
1860,monarh,,m.anim.,
1861,molj,,m.anim.,
1862,mŀčati,,v.intr. ipf.,E
1863,monarhija,,f.,I
1865,izobražati,,v.tr. ipf.,I
1866,råzsypyvati,,v.tr. ipf.,I
1867,žrėbętko,,n.,
1868,barva,,f.,
1869,Poljak,,m.anim.,I
1870,pravica,,f.,
1871,jim,,pron.pers.,
1872,prodŀžiti,,v.tr. pf.,
1873,sųsěd,,m.anim.,
1874,sòstojati sę iz,(sòstoji),v.refl. ipf.,
1875,izběgti,,v.intr. pf.,
1876,pęty,,num.ord.,
1877,brati,(bere),v.tr. ipf.,
1878,myḓlo,,n.,
1879,civiľny,,adj.,
1880,obličıje,,n.,
1881,obly,,adj.,
1882,grěti,(grěje),v.tr. ipf.,
1883,tam,,adv.,
1884,prėduprėđati,,v.tr. ipf.,I
1885,groźba,,f.,
1886,značiti,,v.tr. ipf.,
1887,råzpustiti,,v.tr. pf.,
1889,zvězda,,f.,
1890,zvųčati,(zvųči),v.intr. ipf.,
1892,zloupotrėbjati,,v.tr. ipf.,
1893,lòžica,,f.,
1894,strajk,,m.,
1895,S’jedinjene Štaty Ameriky,,m.pl.,
1896,uroditi sę,,v.refl. pf.,
1897,verf,,m.,
1898,mily,,adj.,
1899,kròv,,f.,I
1900,dostati,(dostane),v.tr. pf.,
1901,zakon,,m.,
1902,dòžď,,m.,I
1903,dramatičny,,adj.,
1905,"eùropejsky, eùropsky",,adj.,
1906,Eùropejsky Sòjųz,,m.sg.,
1907,speciaľny,,adj.,
1909,energija,,f.sg.,
1911,vråta,,n.pl.,I
1912,poslati,(poslje),v.tr. pf.,
1913,vlastny,,adj.,
1914,vòzduh,,m.,I
1915,pokazati,(pokaže),v.tr. pf.,I
1916,pokarati,(pokare),v.tr. pf.,
1917,pojězd,,m.,
1918,ostatòk,,m.,
1920,grebenj,,m.,
1921,zakonodatelj,,m.anim.,
1922,devęty,,num.ord.,
1923,žalovati sę,,v.refl. ipf.,
1924,zvěŕstvo,,n.,
1925,zęť,,m.anim.,
1926,vòš,(vši),f.,
1927,gṙtanj,,f.,
1928,hrèbet,,m.,
1930,gṙsť,,f.,
1931,finansovy,,adj.,
1932,zasrati,,v.intr. pf.,
1933,zautra,,adv.,
1934,mazati,(maže),v.tr. ipf.,
1935,mę,,pron.pers.,
1937,izslědovatelj,,m.anim.,
1938,sěverny polus,,m.sg.,I
1939,slědovati,,#v.tr. ipf.,
1941,ljudi,,f.pl.,
1942,trėbovati,,v.aux. ipf.,
1943,sezon,,m.,
1944,taśma,,f.,
1945,rèvnivosť,,f.,
1946,"roditeljnik, roditeljny padež",,m.,
1947,roditelj,,m.anim.,
1948,koliko,,conj.,
1949,kol,,m.,I
1950,politika,,f.,T
1951,poddŕživati,,v.tr. ipf.,
1952,poděl,,m.,
1953,izběgati,(+2),v.intr. ipf.,
1954,strěćati,,v.tr. ipf.,
1955,kolor,,m.,
1956,originaľny,,adj.,I
1957,kolač,,m.,
1958,kljusati,,v.intr. ipf.,
1959,pirat,,m.anim.,
1960,pamętati,,v.tr. ipf.,
1961,pamęť,,f.,I
1962,pęsť,,f.,I
1963,plòť,(plti),f.,
1964,komisija,,f.,
1965,privitati,,v.tr. pf.,I
1966,"dateljnik, dateljny padež",,m.,
1967,data,,f.,
1968,budynòk,,m.,
1969,tigr,,m.anim.,
1970,tęžky,,adj.,I
1971,kazati,(kaže),v.tr. ipf.,
1972,plug,,m.,
1973,piti,(pije),v.tr. ipf.,I
1974,žurnalist,,m.anim.,
1976,prinuđati,,v.tr. ipf.,I
1977,svobodny,,adj.,
1978,s’bože,,n.,
1980,išpansky,,adj.,
1981,kniga,,f.,
1982,daže,,adv.,I
1984,konstitucija,,f.,
1985,gorši,,adj.,
1986,aby,,conj.,
1988,oktobr,,m.sg.,
1989,okno,,n.,
1990,gaz,,m.,
1991,gazovod,,m.,I
1992,odnošenıje,,n.,
1993,naš,,pron.poss.,S
1994,zvati,(zòve),v.tr. ipf.,I
1995,měriti,,v.tr. ipf.,
1996,život,,m.,
1997,žila,,f.,
1999,recesija,,f.,
2000,povtarjati,,v.tr. ipf.,
